code,parent_code,like_count,username,text,created_at
C6nzTINNYhp,,1,loksattalive,"उन्हाळ्यात कैरी खाल्ल्याने होतात ‘हे’ जबरदस्त आगरोग्य फायदे
Mango
https://www.loksatta.com/web-stories/health/raw-mango-health-benefits-in-summers-arg-02/",1715591308.8420062
C6m6muVigRV,,90,chanakyakathan,,1715591311.8229876
C625zQhpufM,,437,harleenkohliofficial,"Hey 👋
Where are you from?",1715591316.178436
C63rTSsMgot,C6og85_SZEI,47,neelyadav92,Marine Drive💙,1715591316.1784484
C65xvrTyXcV,C6og85_SZEI,7,champaa.roy1234,❤️❤️❤️#,1715591316.178452
C61a--_JqxC,C6og85_SZEI,398,harleenkohliofficial,Hey ❤️,1715591316.1784556
C65y4Q6N41n,C6og85_SZEI,0,rema.gayen70,"Hi friend, good afternoon.",1715591316.1784592
C6n-SydPiaN,,1,12jyotirling,,1715591319.7214067
C6oS-tNRgN2,,20,click4su,"Get Clear and glowing skin 
skincare",1715591322.866497
C65yHAhxAwJ,,16,saranya_official1206,Papuuu..❤️‍🩹,1715591326.2592947
C65xix6RpLE,C6kur9VR8g5,3,sangeethasivaanand,❤️❤️❤️,1715591326.259305
C65yv15RrJy,C6kur9VR8g5,2,bhavatharani255,❤️❤️❤️,1715591326.2593083
C63Tnyox6yt,C6kur9VR8g5,118,salem_ponnu_official___25,like ehh...😍,1715591326.2593105
C61Tmg6JFu1,C6kur9VR8g5,1445,pooja__4386,,1715591326.2593133
C61Lsg8Onqz,,1780,harshmanarora_,Have a great day!,1715591329.877505
C61tjwwowUk,C6mOzf0q6sc,192,sohailshaikhh934,,1715591329.8775156
C65yODfvtQN,C6mOzf0q6sc,2,cena_____n,,1715591329.8775187
C63aQLYv8PD,C6mOzf0q6sc,802,gurusodhii,😚😚,1715591329.877521
C65wMD5oYzQ,C6mOzf0q6sc,24,iamsahil._0717,Good afternoon,1715591329.8775241
C65wyB4v39k,,17,suhaylx,Check check,1715591333.236598
C60t084yfPG,C6luYj-SblO,198,mayannnk_13,Hey❤️,1715591333.2366104
C63Kd_jPQvO,C6luYj-SblO,699,nirajanoffical,🥰Hi,1715591333.2366154
C628SP3PQ9_,C6luYj-SblO,187,anas_qureshi_03,🔥💪🏻,1715591333.2366195
C65nsuPvaer,C6luYj-SblO,21,imramadanhassan,Was just checking out the mirror before leaving the town!🙃How am i looking?✨,1715591333.2366223
C61XKFPpBAv,,501,im_soumya_raj,Prepare as you wish... Enjoy life 🖤,1715591337.8982441
C65v9d8PFfH,C6m6pLDSysu,26,palani8037,,1715591337.898255
C61fhHzRP1I,C6m6pLDSysu,175,laksmi.srinivasan,This is just for reels...according to me beauty exists when a person is so kind and loveble,1715591337.8982577
C65tlI5pNlr,C6m6pLDSysu,109,im_soumya_raj,Illuminated ✨,1715591337.8982613
C65uNy-REcL,C6m6pLDSysu,15,bhuvana_raja_143,Hi frnds 😍😍,1715591337.8982642
C6oWukqv8gJ,,52,poojavduaa,,1715591343.4161336
C6o_RsSy7GQ,C6oWukqv8gJ,0,pwn.kr.nath,"Bade ghar mein akelapan hi satayega na.hussn bhi beshumaar hai
Or tanhai bhi",1715591343.4161417
C6o5YLWIR79,C6oWukqv8gJ,0,delhibulls421,Super cute,1715591343.4161456
C6p52sqNqX0,C6oWukqv8gJ,0,bhupinder_lali,🥰❤️🥰❤️,1715591343.4161482
C6qxLzSoFKo,C6oWukqv8gJ,0,_lala_nori_arif_nori,Superb,1715591343.4161518
C6qrYOCSh77,C6oWukqv8gJ,0,arnab_m_2902,🤗🫶,1715591343.4161544
C6rUfc5S3NK,C6oWukqv8gJ,0,ahad_1855,Nice pic,1715591343.4161568
C6pupC-odw7,C6oWukqv8gJ,0,bundelbablu,❤❤❤❤🌷🌷🌷🌷,1715591343.4161587
C6nComtPNJo,,6,aanshu_pyaar_ke,𝐋𝐢𝐤𝐞||𝐂𝐨𝐦𝐦𝐞𝐧𝐭||𝐅𝐨𝐥𝐥𝐨𝐰 ❣️,1715591347.544401
C65y-wnNCwe,,0,shekhawatsaahab,"जिसने कर्म त्याग दिया, उसे कर्म नहीं बांधता ।",1715591353.7501056
C65to-GSU1o,C6ocgJfvL1V,29,jaii_shree_radhe_krishan,राधे कृष्ण 🌼,1715591353.7501187
C65nqJWLn5V,C6ocgJfvL1V,45,akanksha.rawat.9026,🥀🥀,1715591353.750123
C63_pcavjPJ,C6ocgJfvL1V,17,mantra_dhara_01,"हर हर महादेव लिखे और अपनी मुराद पूरी करे।
हर हर महादेव।
हर हर महादेव।🙏",1715591353.750126
C6389bhSJ32,C6ocgJfvL1V,55,radhe.krishna2355,जय श्री राम,1715591353.7501304
C65y2mMPrJH,,9,krupa_patel_69,,1715591356.6330261
C65ynGuI0ye,C6n5dcwBLtv,9,twinkle_the_star_9313,Hyy 💖💖,1715591356.6330354
C65p7SpNXAc,C6n5dcwBLtv,63,dhara_dd,How’s Monday Going ? 😉,1715591356.6330397
C63geu6vzmU,C6n5dcwBLtv,592,krupa_patel_69,,1715591356.6330423
C64EQuCScca,C6n5dcwBLtv,241,twinkle_the_star_9313,Hyy 💚💚,1715591356.6330445
C65y__7InGO,,2,filmfare,#SalmanKhan turned down #ShahRukhKhan’s #Mannat due to father #SalimKhan’s advice.,1715591359.16714
C65nNBxhIWy,C6lBlnnoEzb,2,kitchenwithshrijana,Panch Phoron Alu Curry ( Panch Phoron Potato Curry ),1715591359.1671522
C62mLDHMT5B,C6lBlnnoEzb,14,yumfood_artz,"5 Super healthy and easy Millet Recipes

Detailed recipes- https://www.instagram.com/p/C60-ePBOUMW/?igsh=eGM0cTRtdHpsaWw5",1715591359.1671553
C65y8CeIV8R,C6lBlnnoEzb,2,filmfare,#KunalKemmu opens up about #GoGoaGone as the film recently completed 11 years.,1715591359.1671593
C65EjhDP0eW,C6lBlnnoEzb,5,foo.duniya,Refreshing??,1715591359.167162
C64S81Py6hk,,318,ananyabhandari110,❤️,1715591363.5300705
C65e6p7vvIy,C6nZOkxSkIn,7,anjurisinha,"MondayMood 
🩷💙",1715591363.530082
C63nRhzJ-H2,C6nZOkxSkIn,461,ayushi.dutta.121398,Heyy..!!,1715591363.5300858
C65jqI2vDt3,C6nZOkxSkIn,24,sanjana_fitness_offical,"When u see that ur hardwork is started showing results, the smile on ur face says everything.🥰😊

Monday morning",1715591363.5300884
C6luYj-SblO,,77,tarun_kinra,"https://youtu.be/y-P1D35_axs?si=65pzM0uAp7kLtORv

Hey Everyone,

In this video, In this video I showed you me and my friends first time skiing experience on our short trip to Manali. Watch it till the end. I hope you will like it. 

Please,
Don't Forget to Like, Comment, Share and Subscribe to my YouTube Channel.
(Press the bell icon too.)",1715591367.6484299
C6nbgFjJJ_z,C6luYj-SblO,1,_.donaaa_.25k9,🫶,1715591367.6484437
C6oIF3Rt58f,,1,sandeshnews,"Jamnagarમાં નૂરી હાઈસ્કૂલ પાસે જૂની બિલ્ડિંગ ધરાશાયી

બિલ્ડિંગ ધરાશાયી થતાં 3 બાળકો દટાયા
JCBની મદદથી રેસ્ક્યૂ ઓપરેશન હાથ ધરાયું
એક બાળકનું મોત થયાની આશંકા

BreakingNews #jamnagar #jamnagarnews #gujaratjamnagar #highschool #SandeshNews",1715591372.483258
C642-FkhG9w,,13,rajnishkalra21,Good morning everyone om Namah Shivay,1715591376.7553847
C623P_CL6lK,C6m8QiOP8l-,96,arungupta2708,Jai shree Krishna 🍁🙏,1715591376.7553954
C65w82TsCae,C6m8QiOP8l-,9,m_dh_b_l__5963,🙏🙏🙏🙏🙏🙏🙏🙏🙏,1715591376.7553992
C65tsffrOnl,C6m8QiOP8l-,97,kavitasharmaa_,🙏💞🙏💞🙏,1715591376.7554023
C6203WRopYO,C6m8QiOP8l-,24,chandrakalamundhra,Radhe krishna🙏🙏,1715591376.7554057
C65wyB4v39k,,17,suhaylx,Check check,1715591382.1504023
C65Ut7lq-8o,C6nDgtsP8qF,77,vinn_modgill,Good Morning,1715591382.150417
C63aQLYv8PD,C6nDgtsP8qF,802,gurusodhii,😚😚,1715591382.1504216
C65uuiGpAd9,C6nDgtsP8qF,19,ketan_dutta,,1715591382.150427
C65vNgaSdFq,C6nDgtsP8qF,8,iam_sohankhan,Chill😅,1715591382.1504304
C6nsB7RvyH9,,143,only_harry_02,,1715591386.1827638
C6nuVSjLBdO,C6nsB7RvyH9,2,dolly_singh_4534,Hi,1715591386.1827738
C6wNZc1PCLb,C6nsB7RvyH9,0,off._gursharan_.009,Hello,1715591386.182777
C61Ju9wJxw_,C6nsB7RvyH9,0,krnkhoyash,Ayee 🙈🐰,1715591386.182779
C6odxGvSdwp,C6nsB7RvyH9,1,nitu___nayak__782,❣️,1715591386.182782
C6qc5MgoXm_,C6nsB7RvyH9,0,ranveer__4519,♥️,1715591386.1827846
C6okInNv6e5,C6nsB7RvyH9,1,saini.kaur1757,😊😊😊😍😍😍😍😍😇😇😇,1715591386.1827865
C6oJ8RsvOqn,C6nsB7RvyH9,0,_bulbul__kumari___,❤️❤️❤️,1715591386.182789
C65yifmvZEy,,5,crictracker,"A battle to watch out for tonight.⚔️

Can the big man go berserk against Rashid Khan's spin wizardry?",1715591389.724518
C65wZxdNN_F,C6k3g8mIt62,1,cricinside360,"Muhammad Rizwan on Virat Kohli🗣️
.
.
.
.
.
.
#muhammadrizwan #rizwan #viratkohli #virat #kohli #cricket #cricketnews #pakistancricket #pct #cricinside360 #dbtvsports #Pakistancricket #Babarazam #Pakistancricketteam #trendingcricket #cricketupdates #cricketpakistan",1715591389.724537
C65xu6qM03H,C6k3g8mIt62,6,espncricinfo,"""This is the vision""

With an eye on 2026 T20 World Cup, Zimbabwe captain Sikandar Raza wants to build a ""new team"" https://es.pn/4beoAFT",1715591389.7245488
C65zB8LvbAd,C6k3g8mIt62,0,crictracker,View CricTracker's probable lineups for tonight's clash between Gujarat Titans and Kolkata Knight Riders in IPL 2024.,1715591389.724556
C65pKj3P2g5,C6k3g8mIt62,17,itz.sahil.edtis,"Some records of Babar Azam in T20Is:

- 2nd most player of the series awards.
- Most successful captain.
- Fastest to 2500 runs. 
- 3rd most runs.
- Most 50s.
- Most 4s.",1715591389.724562
C65zFM6S6lN,,0,colorsgujaratiofficial,"19 મે, Sunday સુપરહિટ માં માણો ફિલ્મોની HATTRICK!! 🤩

જુઓ સુપરહિટ ફિલ્મો, માત્ર કલર્સ ગુજરાતી સિનેમા પર, ફિલ્મો માતૃભાષામા! 😎✨

#colorsgujarati #movie #colorsgujaraticinema #assalgujarati #assalentertainment #jabardastkalakar",1715591393.0868556
C65xxy7Ng4A,C6nXclihFVr,0,humdekhenge_news,"કોહલી અને ઈશાંત વચ્ચે તૂ તૂ મૈં મૈં, વિકેટ લેતા જોવા જેવી થઈ

Source :  Bcci And Other Twitter Account",1715591393.0868702
C64AWrPvfrk,C6nXclihFVr,54,official_krishna_2004_,"શુભ // ૐ // લાભ

દ્વારકાધીશ કૃષ્ણ શયન આરતી દર્શન  તા.૧૨/૦૫/૨૦૨૪

👑જય દ્વાཞⅈકાⅅℍⅈશ👑

Facebook  Follow :- Ghanshyam vikani

Insta  Follow: -  @officel_krishna_2004_

#શુભ #ૐ #લાભ
#દ્વારકાધીશકૃષ્ણ #કૃષ્ણશયનદર્શન.",1715591393.0868764
C648Je5Inms,C6nXclihFVr,51,shrikhodiyarmandirrajpara,"Shri Khodiyar Mandir (Rajpara)🛕
Today’s Darshan:-13-05-2024 
khodiyarmandiranshpuri",1715591393.0868826
C629etmtia6,C6nXclihFVr,66,rajpara_khodiyar_chirag_bapu,"Shree Khodiyar Mandir (Rajpara)
*12-5-2024* 
*Sunday Darshan* 🙏🏻
Jay Khodiyar Maa 🔱
Chirag Puri Bapu....🚩
📲 90 65 69 69 69",1715591393.0868871
C6nssoSopQ0,,43,dbtvsports,Babar Azam clears why Mohammad Haris dropped from the Pakistan T20I squad.,1715591396.062648
C65xcxMpne-,,33,zamzam_electronicss_trading,A created new amazing funny 😁 video www.zamelect.ae with lovely fan and TikTok star Abdul_Ghafoor#Muhammad_Shakoor#zamzam electronics shop,1715591399.9911656
C65xFptM3Fo,C6nlMVkJfU1,22,chinahub_lb,international,1715591399.9911795
C65xKnbR_fy,C6nlMVkJfU1,9,muhammad_shakoor_official,www.zamelect.ae,1715591399.9911823
C65wUqspYse,C6nlMVkJfU1,1,zamzam._.electronicstradingllc,Waidy piayan give smart watch gifts 🎁 to cute fans www.zamelect.ae who came here from india Abdul_Ghafoor#Muhammad_Shakoor#zamzam electronics shop,1715591399.9911857
C65w2cQLgIg,C6nlMVkJfU1,8,zamzamelectronics_trading_llc,www.zamelect.ae,1715591399.9911904
C65yrOSpGxe,,9,myogi.adityanath,"देश में मोदी जी की सुनामी है तो रायबरेली में भी इस बार परिवर्तन की लहर है।

यहां की जनता परिवारवाद को नहीं, राष्ट्रवाद को चुनने जा रही है, कमल खिलाकर इतिहास रचने जा रही है।

आभार रायबरेली लोक सभा क्षेत्र वासियो!",1715591404.9713192
C632vVpSEJT,C6neMqYJYBC,6,official.umang,CBSE Class X and XII 2024 results will soon be available on the UMANG app. Please stay tuned for the announcement. CBSE,1715591404.9713385
C65xi4KPyzE,C6neMqYJYBC,3,timesnow,"On the occasion of Mother's Day on May 12, Delhi Police shared a heartwarming picture of a toddler accompanying mother at work. Taking to X, Delhi Police wrote, “Today, Ockar decided to give company to his mother at work. 

The photo perfectly captures the essence of motherhood and the officer's dedication to performing official duty.

#DelhiPolice #Mother #MothersDay #Viral #TimesNow",1715591404.9713445
C65y__fI387,C6neMqYJYBC,0,vinodkakadiya0,"RJD हो या कांग्रेस, इन दोनों पार्टियों ने तुष्टिकरण को अपना सबसे बड़ा राजनीतिक हथियार बनाया है। 

प्रधानमंत्री श्री narendramodi ने आज हाजीपुर, बिहार में विशाल जनसभा को संबोधित किया।",1715591404.9713552
C65amcpv392,C6neMqYJYBC,30,know.krishna.know.life,Blessings from Sri Sri Radha Madhav at Sri Dham Mayapur,1715591404.9713633
C6oWtYHNOM6,,16,rohittalented,"Wet roads , water drops on windshield .. this is poetry written by Bangalore weather ❤️

bangalorerains",1715591408.523395
C6oYScVhylZ,C6oWtYHNOM6,2,eyemsk94,Tm wapas aa gye,1715591408.5234077
C6oYjyopTg6,C6oWtYHNOM6,1,rohittalented,Nhi aana tha ?,1715591408.523411
C6oYtgKhykv,C6oWtYHNOM6,1,eyemsk94,Nhi,1715591408.5234132
C6oY5KLpcij,C6oWtYHNOM6,0,rohittalented,Pahle batana tha,1715591408.5234156
C6oa0NoPu4s,C6oWtYHNOM6,1,bhuwana_p15,miss bangalore🏠🥲,1715591408.5234177
C6obNcyJH4R,C6oWtYHNOM6,1,rohittalented,Trust me there was nothing to miss in Bangalore from last 1 year.,1715591408.5234206
C6obvxsPwzj,C6oWtYHNOM6,1,bhuwana_p15,"Get it, meant home🥲",1715591408.5234232
C65ykgwMujT,,0,dawnnewstv,"وکیل کو اپنا ایڈووکیٹ آن ریکارڈ خود کرنے کا اختیار ہوتا ہے، کونسا مشہور آدمی چکوال میں بیٹھا ہوا ہے؟ گالیاں دینی ہوں تو ہر کوئی شروع ہو جاتا ہے لیکن کوئی سچ نہیں بولتا۔

اس موقع پر درخواست گزاروں نے مؤقف اپنایا کہ ہم نے سپریم کورٹ میں درخواست دائر ہی نہیں کی، اس پر چیف جسٹس قاضی فائز عیسی نے ریمارکس دیے کہ کسی نے آپ کے نام اور رہائشی پتے کیسے استعمال کیے؟ کیا آپ بغیر اجازت درخواست دائر کرنے والوں کے خلاف ایف آئی آر کٹوائیں گے؟
https://www.dawnnews.tv/news/1233123/",1715591411.595659
C65ySnGIIyL,C6nzhi-vnhD,0,harpalgeotv,"Tonight on Geo Entertainment:

• Kurulus Osman Season 5 at 6:30 PM
• Dao at 7 PM
• Shiddat 8 PM
• Mehroom at 9 PM

7thSkyEntertainment #GeoEntertainment #AbdullahKadwani #AsadQureshi",1715591411.5956774
C65vekGoZMu,C6nzhi-vnhD,25,wasifaliwasifquotes,,1715591411.5956845
C65v9SwtTXy,C6nzhi-vnhD,11,al_farooqi0786channel,,1715591411.5956879
C65wZxdNN_F,C6nzhi-vnhD,1,cricinside360,"Muhammad Rizwan on Virat Kohli🗣️
.
.
.
.
.
.
#muhammadrizwan #rizwan #viratkohli #virat #kohli #cricket #cricketnews #pakistancricket #pct #cricinside360 #dbtvsports #Pakistancricket #Babarazam #Pakistancricketteam #trendingcricket #cricketupdates #cricketpakistan",1715591411.5956903
C6ks4FRxJPd,,4,arasit059,,1715591414.8248758
C65zAzwyTuc,,2,papi_rawan_7294,,1715591419.5065193
C65yAMPy9nf,C6nL4GXJ7qk,1,suvichar1,,1715591419.50653
C63p6HIIzrw,C6nL4GXJ7qk,8,shree__dha,Stay happy...,1715591419.5065331
C646g_xqeok,C6nL4GXJ7qk,43,anu_211221,"JAI SHREE KRISHNA JI 🦚🦚🦚 
❣️🦚 GOOD MORNING KANHA JI ❣️🦚",1715591419.5065362
C65y6T_ygMj,C6nL4GXJ7qk,1,papi_rawan_7294,,1715591419.5065405
C65yamlM_7Q,,1,abdul_wahid.18,Broken..💔🥀,1715591422.349232
C65wvfdvxXt,C6nLcxHJRtt,3,hal_aai_dil_13,"""Khawaish toh na thi kisi se Dil lagane ki
Ghalib,
Par qismat mai Dard likha tha, Mohabbat kaise na hoti"".",1715591422.349243
C65vjmsO-vP,C6nLcxHJRtt,3,aquidtweets,🥵,1715591422.3492477
C602lVJN7M6,C6nLcxHJRtt,139,ahmad.sheikh_8,𝐊𝐚𝐛𝐡𝐢 𝐑𝐚𝐬𝐭𝐞 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐊𝐚𝐛𝐡𝐢 𝐈𝐫𝐚𝐝𝐞 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐇𝐮𝐦 𝐍𝐚 𝐁𝐚𝐝𝐥𝐞... 𝐌𝐚𝐠𝐚𝐫... 𝐓𝐞𝐫𝐞 𝐕𝐚𝐚𝐝𝐞 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐌𝐨𝐡𝐚𝐛𝐛𝐚𝐭 𝐊𝐞 𝐀𝐧𝐝𝐡𝐞𝐫𝐞 𝐌𝐞𝐢𝐧... 𝐏𝐚𝐭𝐡𝐚𝐫 𝐏𝐢𝐠𝐡𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐆𝐚𝐢𝐫𝐨𝐧 𝐒𝐞 𝐊𝐲𝐚 𝐆𝐢𝐥𝐚... 𝐉𝐚𝐛 𝐀𝐩𝐧𝐞 𝐇𝐢 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔💔...,1715591422.3492508
C63qxz0IL1_,C6nLcxHJRtt,309,k.al.aam_.__,"𝙅𝙞𝙣𝙠𝙞 𝙮𝙖𝙖𝙙 𝙢𝙚𝙞𝙣
𝙃𝙪𝙢 𝙙𝙚𝙚𝙬𝙖𝙣𝙚 𝙝𝙤𝙜𝙖𝙮𝙚,

𝙒𝙤𝙝 𝙝𝙪𝙢 𝙨𝙚 𝙝𝙞
𝘼𝙣𝙟𝙖𝙖𝙣 𝙝𝙤𝙜𝙖𝙮𝙚,

𝙐𝙨𝙨𝙚 𝙩𝙖𝙡𝙖𝙖𝙨𝙝 𝙝𝙖𝙞
𝙉𝙖𝙮𝙚 𝙨𝙖𝙖𝙩𝙝𝙞 𝙠𝙞,

𝙆𝙮𝙪𝙣𝙠𝙞 𝙪𝙨𝙠𝙞 𝙣𝙖𝙯𝙖𝙧 𝙢𝙚𝙞𝙣
𝙃𝙪𝙢 𝙋𝙪𝙧𝙖𝙣𝙚 𝙝𝙤𝙜𝙖𝙮𝙚",1715591422.3492584
C65y4xypa_q,,5,meenasri626,,1715591427.081372
C65v9d8PFfH,C6oEyxDp_I-,28,palani8037,,1715591427.0813806
C65y5KgMuz-,C6oEyxDp_I-,0,kota_jyothi_kota_jyothi,,1715591427.081384
C63U2HoBMi3,C6oEyxDp_I-,54,m.____________elumalai,Eni yaruna  love parpus panungala,1715591427.0813863
C62xR-EvjIO,C6oEyxDp_I-,337,anitha_honey_bee,Day click 📸 self love 💕😘,1715591427.0813894
C65wjrZhmTP,,42,cineigmedia,NikitaDutta,1715591430.611202
C65vzxFP7gj,C6nY7GwrrJG,43,actressgram._,"Shivani narayanan 🔥
actressgram 🔥",1715591430.611211
C65ymdHvCR2,C6nY7GwrrJG,1,raj_kirti_143,,1715591430.6112149
C65x-TGIbrj,C6nY7GwrrJG,4,iwmbuzz,"Urfi Javed goes bald 😳

UrfiJaved",1715591430.6112173
C65YndfPoAQ,C6nY7GwrrJG,77,actressgram._,"imouniroy chilling in a bikini with her mom ❤️🔥 
actressgram 🔥",1715591430.6112206
C6ojXAdJEoL,,19,maun_awaaz,"""In the quiet of her gaze, I find the whispered poetry of her spirit, unfolding like petals in the dawn.""",1715591433.4134755
C6ojX1nJ2rP,,17,kapursahab,🎬🤞🧿,1715591436.5236068
C65yifmvZEy,,5,crictracker,"A battle to watch out for tonight.⚔️

Can the big man go berserk against Rashid Khan's spin wizardry?",1715591439.387864
C65yAMPy9nf,C6k1na6LCyF,1,suvichar1,,1715591439.3878772
C65xtxUteyg,C6k1na6LCyF,5,viren67934,"Nrr की लड़ाई: अगर आरसीबी 18 मई को 18 रन या उससे अधिक से जीतती है तो सीएसके के रन-रेट को पार कर जाएगी (यह मानते हुए कि वे पहले बल्लेबाजी करते हुए 200 रन बनाते हैं)। यदि लक्ष्य 201 है, तो उन्हें लगभग 11 गेंद शेष रहते इसे हासिल करना होगा।",1715591439.38788
C65yynTyUGf,C6k1na6LCyF,2,kavitaaayein,नमन !,1715591439.3878882
C65xsjwheP9,C6k1na6LCyF,3,crictrackerindiaofficial,Rashid Khan has an impressive record against Kolkata Knight Riders in IPL.,1715591439.3878915
C65e8VUifZ0,,27,komal_kotra,"Hitting the gym💪🏻

What about you?",1715591442.852648
C65SRz8JZXg,C6nnFj9t5rS,134,anjoos279,Good Morning,1715591442.8526587
C64S81Py6hk,C6nnFj9t5rS,319,ananyabhandari110,❤️,1715591442.8526628
C64YtJJiJ2B,C6nnFj9t5rS,21,komal_kotra,When Visiting friend's place without your own clothes...you have to borrow theirs! 🫤😂,1715591442.8526661
C630-cdSdAz,C6nnFj9t5rS,152,tuhina1975tuhna,Lovely Mee too 💞,1715591442.852671
C65yBsFphUu,,22,autowala_updates,Srinda 😘🥵,1715591446.5033686
C65xnxtgzny,C6ky2kkv5F-,86,onefootball,"Kai Havertz has 14 goal involvements in his last 13 Premier League games 🤯

⚽️ vs Burnley
⚽️🅰️ vs Newcastle
⚽️🅰️ vs Sheffield United
⚽️ vs Brentford
🅰️ vs Luton
⚽️🅰️ vs Brighton
⚽️⚽️ vs Chelsea
⚽️🅰️ vs Spurs
🅰️ vs Man Utd

Mikel Arteta has got him cooking 😮‍💨",1715591446.5033784
C65yifmvZEy,C6ky2kkv5F-,5,crictracker,"A battle to watch out for tonight.⚔️

Can the big man go berserk against Rashid Khan's spin wizardry?",1715591446.503386
C65y45oKKCA,C6ky2kkv5F-,0,transfermarkt.co.uk,"Erik Ten Hag's record as Man Utd manager against the #premierleague ""Big Six"" is not good... 😮",1715591446.5033906
C65yFAxI4jP,C6ky2kkv5F-,21,kkriders,𝗥𝗮𝗺𝗯𝗼's focussed on his next target! 🎯,1715591446.5033946
C65yD3aLOmK,,4,niraj007_official,सुकून ❤️,1715591450.280633
C60rbIixn3e,C6n5UobrZL7,1072,zainab_official2001,,1715591450.2806442
C63WEJDillW,C6n5UobrZL7,140,sundalkhattakofficial_,Maturity is when you don't force people to choose you.,1715591450.2806475
C65yBIeLKI0,C6n5UobrZL7,5,niraj007_official,सुकून ❤️,1715591450.2806501
C62pZvjRPy9,C6n5UobrZL7,608,zainab_official2001,,1715591450.2806525
C65uTpBsRrH,,23,jeenubinoy,"Beautiful Monday im Hamburg , Germany",1715591453.8704329
C65yMUzMH9b,C6nP4nJJH3D,8,aash_the_queen_,🛶,1715591453.8704436
C64IDT-pZHz,C6nP4nJJH3D,231,reshmirakesh97,"No makeup, no filter, just me.",1715591453.8704479
C65SRz8JZXg,C6nP4nJJH3D,134,anjoos279,Good Morning,1715591453.8704507
C65tlI5pNlr,C6nP4nJJH3D,111,im_soumya_raj,Illuminated ✨,1715591453.870453
C65MPoOL_DG,,20,om_swami_samarth,॥ श्री स्वामी समर्थ ॥,1715591456.7419145
C65uxiVR50z,C6ngVFXtWbZ,1,swami_samarth941,अक्कलकोट श्री स्वामी समर्थ महाराज की जय 🙏🏻🌹,1715591456.741931
C65y8jytSoN,C6ngVFXtWbZ,0,loksattalive,"Covid-19 : ‘FLiRT’मुळे करोना रुग्णसंख्येत झपाट्याने वाढ; हा नवा अवतार किती घातक?

https://www.loksa.in/3dWkcy < येथे वाचा सविस्तर वृत्त 

Explained #लोकसत्ता_विश्लेषण  #Covid #Variant #FlirtKp2",1715591456.7419384
C65wyrRs7eg,C6ngVFXtWbZ,0,beingkokani_,"तुमचे सुद्धा अशेच असतात का हावभाव 😅😍
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.#kokan #ratnagiri #malvan #kokani #sindhudurg #kokandiaries #kokanchi_shan #kokanee #konkan #chiplun #kokancha_nisarga #kudal #sawantwadi #udayanraje #kankavli #kokanacha_nisarga #kokankanya #jakkaskatta #kokan_ig #raigad #kolhapur #_whats_app_status_king #kokan_maza_gav #kokani_mulga #swargahun_sundar_aamch_kokan #kokanchi_mansa_sadhi_bholi #loni #nisarga #kokan_diary #konkandiaries",1715591456.741947
C65ukvOxBQu,C6ngVFXtWbZ,2,swami_samarth941,अक्कलकोट श्री स्वामी समर्थ महाराज की जय 🙏🏻🌹,1715591456.7419548
C65yx6ky7IC,,41,wise.opinions,💔,1715591460.3633435
C65u6PuJZPk,C6nQWIpqbqT,18,deb_kumar_c,❤️,1715591460.3633554
C63gG8ySeBp,C6nQWIpqbqT,50,digitalgauravm,,1715591460.3633592
C65yzN3ydCs,C6nQWIpqbqT,45,wise.opinions,💔,1715591460.363362
C65pAaJhxjh,C6nQWIpqbqT,10,joal_007,,1715591460.3633647
C65MPoOL_DG,,20,om_swami_samarth,॥ श्री स्वामी समर्थ ॥,1715591463.6685908
C65uxiVR50z,C6nwrKlpogR,1,swami_samarth941,अक्कलकोट श्री स्वामी समर्थ महाराज की जय 🙏🏻🌹,1715591463.6686232
C65y8jytSoN,C6nwrKlpogR,0,loksattalive,"Covid-19 : ‘FLiRT’मुळे करोना रुग्णसंख्येत झपाट्याने वाढ; हा नवा अवतार किती घातक?

https://www.loksa.in/3dWkcy < येथे वाचा सविस्तर वृत्त 

Explained #लोकसत्ता_विश्लेषण  #Covid #Variant #FlirtKp2",1715591463.6686318
C65yTenslnq,C6nwrKlpogR,0,letsupp.marathi,"Voting Day | दुपारी एक वाजेपर्यंत महाराष्ट्रात 30.85 टक्के मतदानाची नोंद
.
PuneNews #Pune #Jalgaon #Jalna #Nandurbar #Shirur #Ahmednagar #ChhatrapatiSambhajiNagar #Beed #Maval #Raver #Shirdi #PuneLokSabha #PoliticalNews #LokSabha #Elections #Voting #VotingDay #Vote #VoteForIndia #LetsUppNews #LokSabhaElections #LokSabhaElections2024 #Parner #VotingNews #LetsUppMarathi",1715591463.6686497
C65ukvOxBQu,C6nwrKlpogR,2,swami_samarth941,अक्कलकोट श्री स्वामी समर्थ महाराज की जय 🙏🏻🌹,1715591463.6686704
C65diXhpWYM,,99,vannshikkaa,I know what my future holds for me because my present resembles the past to my future.🕉️🧿🪬❤️✨,1715591466.6884644
C65yfh5t_JA,C6oXPdfsUNq,11,poojapatelofficial12,,1715591466.6884758
