code,parent_code,like_count,username,text,created_at
C6nrK7Hy-U5,,66,itsbookgains,,1715765329.411401
C6nrptSMpPC,C6nrK7Hy-U5,0,veronica_braswell,"We were married for eleven years with a child.! gave up just because i knew he was cheating, he threatend to file a divorce and take custody of my Child, my nanny introduce me to a cyber expert who could get into his phone, and found dirty things his deleted & hidden messages, All his social media chats where unveiled to me. This is so helpful because he worked my papers, and i can stay with my child. Don't let your narc partner abuse you no. user"" on Instagram @mark_cybertech25",1715765329.411412
C6lE6kWAU6-,,26,creative_balochistan10,Bolan Balochistan ❤️,1715765333.2348537
C6-6kzMr3WD,,3,gyaani_duniyaa,,1715765336.0668118
C6-J2x4CFrA,C6mLGeVh3HU,82,salangpur_hanumanji_003,,1715765336.066824
C6--CZKu8zT,C6mLGeVh3HU,1,humdekhenge_news,"હલ્દીરામને ખરીદવા અમેરિકાની બ્લેકસ્ટોન કંપનીની રૂ.70,500 કરોડ સુધીની બોલી
 
https://humdekhenge.in/american-company-blackstone-bid-up-to-rs-70500-crore-to-buy-haldiram/",1715765336.0668278
C67h8LaoCyv,C6mLGeVh3HU,28,dwarka_arti_darsan_official08,,1715765336.0668368
C67net7oXm5,C6mLGeVh3HU,149,salangpur_hanumanji_003,,1715765336.0668395
C6oQkNjP3km,,28,motivationalcircle21,INDIA'S T20 WORLD CUP JERSEY. 🇮🇳,1715765339.710273
C6ocD98SQXa,C6oQkNjP3km,0,neervair_khalsa,India,1715765339.7102838
C6-7_a0KMej,,36,simpidey_48,Radiating elegance in every step ❤️,1715765342.5117948
C6--Z7qJym2,C6l2sVQpOU3,7,_meghaa_0210,"Post coming soon 🔜 Check my new post on Instagram 😄 Instagram 
https://www.instagram.com/p/C6-94DfJ_oc/?igsh=MW5mdmY1aTRuNnRsbQ==",1715765342.5118048
C6--C47pOKQ,C6l2sVQpOU3,8,tanisabiswas_,🤭,1715765342.5118105
C6-5uw8Jaak,C6l2sVQpOU3,35,prity6_7dutta,💙,1715765342.5118132
C6-5URTSznn,C6l2sVQpOU3,51,paromita7533,aaj main kaisi lag rahi hun friends 🧡🍂❤️,1715765342.5118153
C6naLYTrDwA,,51,sri_makeoverartistry,Happy Monday💕,1715765345.5088437
C6nbEpuJl9X,C6naLYTrDwA,0,_mr_fun_rider,👌,1715765345.5088606
C6neDL2vU-e,C6naLYTrDwA,0,itz.seemaveera.2312,😅😂,1715765345.5088668
C6neIEnPAr8,C6naLYTrDwA,0,itz.seemaveera.2312,😅😂,1715765345.508872
C6nnVr9PjG-,C6naLYTrDwA,0,mallyshaji,👍👍,1715765345.508877
C6okH7OSZ0i,,4,raj3.nikhil,"Another match, another failure for India captain Rohit Sharma
33 runs in last 5 matches",1715765348.037252
C6ok38Wyz2q,C6okH7OSZ0i,1,jashan.chahal8,Bhai tu soch….agar rohit unfit hojaye WC me…. To hardik captain hoga?😂😂,1715765348.037261
C6ok_kqyFQO,C6okH7OSZ0i,0,raj3.nikhil,"Bhai chahe to sanju ko captain bnado, pr iss fraud ko team se bahar rkho",1715765348.0372674
C6--c6vPNzD,,8,adv_soniaverma,🥺🥺🫨🫨,1715765350.8742137
C6-6lTOvOWv,C6k1AWOp-N8,12,motivation_ojha_sir1,"सोचने की पावर

1. आप जैसा सोचोगे वैसे आप बनोगे

2. अच्छा सोचोगे तो अच्छा बन जाओगे

3. बुरा सोचोगे तो बुरा बन जाओगे
.
.",1715765350.8742244
C6-Qo4ipDCP,C6k1AWOp-N8,32,poonamtripathii07,❤Good morning ❤,1715765350.8742304
C6nak6frVQ1,,607,anjali_mahiya,🩷🩶🥀,1715765355.4023201
C6ncE_ToMWH,C6nak6frVQ1,3,salmansheikh7853,Hmmmmmmmmmmmmmmmmmmnnn,1715765355.4023314
C6n1eD8NU_u,C6nak6frVQ1,0,pakistan.market,vaise acchi bahut acchi acting Ki Hai aapane Gane per,1715765355.4023352
C6nbpewMhEt,C6nak6frVQ1,3,haqmojood,Hello hi pretty good morning,1715765355.4023385
C6ngjw8tHU8,C6nak6frVQ1,1,shaikhseraaj1,So wonderful you are looking so gorgeous,1715765355.4023411
C6n5DLhx98j,C6nak6frVQ1,0,vinodpatel5838,So Pretty ❣️❤️❣️,1715765355.402344
C6waaP_yuuf,C6nak6frVQ1,0,md9529islam,Absolutely you're Gourgius!,1715765355.4023473
C6pdcyjq7zm,C6nak6frVQ1,0,activems2012,Hi,1715765355.4023504
C6oCr9WPwem,C6nak6frVQ1,0,rakesh.insan.52,Dashing look❤❤❤❤❤❤❤❤❤❤❤,1715765355.4023523
C6neHm7LJ_t,C6nak6frVQ1,2,abdul_qadir_758,U look amazing 😍😍,1715765355.4023557
C6qWUt3rmia,C6nak6frVQ1,0,dineshkumar16041969,Hello.. good afternoon sweet baby 💝😜,1715765355.402359
C6ngzKxJcip,C6nak6frVQ1,1,nazervt,😘😘,1715765355.4023626
C6narp0POA5,C6nak6frVQ1,3,jitendarkumar980,🌹🌹🔥🔥🔥🌹🌹🌹💐💐💐,1715765355.4023657
C6pCa6TMau2,C6nak6frVQ1,0,arjun41479,💞,1715765355.4023688
C6opXqjMqIQ,C6nak6frVQ1,0,nizamiehasan,Send me number,1715765355.4023712
C6nif0yJQzR,C6nak6frVQ1,0,khan_foji__,🙏🙏🙏🙏🙏,1715765355.4023736
C6ppp_4vxk7,C6nak6frVQ1,0,sujitmandal778,🙏🙏🙏❤️,1715765355.4023762
C6prcAdx7Ql,C6nak6frVQ1,0,sonu.128525,Hi,1715765355.4023788
C6oHZ6aJEMh,C6nak6frVQ1,0,ds3633187,Hiììiiiiiiii......,1715765355.4023817
C6n8lYCo-P2,,7,abpmajhatv,"IPL2024 आठ पराभवानंतर मुंबई इंडियन्सचं 
स्पर्धेतील आव्हान संपुष्टात आले आहे. https://marathi.abplive.com/sports/ipl/ipl-playoff-scenarios-kkr-and-rr-almost-secure-spots-race-for-3rd-and-4th-place-intensifies-between-csk-srh-and-lsg-1279666 #Playoffs #MumbaiIndians #MI",1715765358.1065772
C6-7E3lpJYs,,2,a_m_photography_07,"good evening everyone 🌤️ 🤌✨ 

 

#photographer #creative #explurger #evening #sunset 
. 

📸 :-Shoot @iqooind 

. 

📸 :- @a_m_photography_07 

Tag 👉#a_m_photography_07

⚠️ :- Make sure to give credit to the respective owner of this picture incase any of you  reposts it",1715765363.5370786
C69sH0my_AO,C6lU9RFL01_,7,govindrajak9988gmll,Iiiiiiiiiii,1715765363.5370984
C66kilhNrBl,C6lU9RFL01_,19,vinnu__315,#🥰✨💫singal#boy,1715765363.537103
C6-zO-SxZE1,C6lU9RFL01_,12,finally.story.13,"Mereko Rang Dikha Raha ❤️‍🔥🥴 
Trending",1715765363.537107
C66T6C9NNUY,C6lU9RFL01_,18,sufiya_pathan_drdz,Mastii with neha 💙,1715765363.5371115
C6-63iUpgSW,,108,aartiyadv99,🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤,1715765368.4679298
C6-9UTiSlaC,C6oeI_tpnvg,85,poornimatiwari471,"दिल्ली 
Instagram I'd -poornimatiwari471",1715765368.4679406
C6-7XLoJHen,C6oeI_tpnvg,49,_rao_priiyanka_,Hyy,1715765368.467945
C6-6BNuJxW3,C6oeI_tpnvg,94,sonikayadav9647,🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷,1715765368.4679477
C6-9pOdydrE,C6oeI_tpnvg,84,poornimatiwari471,"दिल्ली 
Instagram I'd -poornimatiwari471",1715765368.4679508
C6--cKbSBgU,,28,sangeeta__2000,😜🔥,1715765373.1269047
C6-9fycJECX,C6mJzI5SXoU,38,sh.pooja.mua,,1715765373.126917
C6-8yS6PoAR,C6mJzI5SXoU,71,mrs.verma428,,1715765373.1269197
C6--DbPqD3r,C6mJzI5SXoU,35,my_naam_angli_raj__,My what's no 8349485925,1715765373.1269217
C66q6JXKBfs,C6mJzI5SXoU,716,inayat___207,❤️🧚,1715765373.1269245
C66eumSuzX0,,259,vaishali.shah.7792,🥰❤️‍🩹💫,1715765376.1831107
C6-w57oNvnJ,C6lmIoWJjhe,117,hiral_malakiya,❣️,1715765376.1831205
C652OAcNayN,C6lmIoWJjhe,80,darshana_rajgor_,My neice my mood freshner😘❤,1715765376.1831238
C6-hAR7u-p3,C6lmIoWJjhe,127,vaishali.shah.7792,confidenceboost ❤️‍🩹💫🇺🇸😊,1715765376.1831274
C67psbsyygf,C6lmIoWJjhe,353,poonamprajapati_21,gud mrng🩵,1715765376.1831303
C6mekSsyC6u,,18,raj3.nikhil,"Other at 2:33 AM: Sleeping 
Meanwhile Me: Listening to Piya Piya Oh Piya Piya on Youtube",1715765379.7152572
C6mfVnASzWb,C6mekSsyC6u,2,pranavvyas312,Best behaviour,1715765379.7152684
C6mfYSTSknG,C6mekSsyC6u,1,raj3.nikhil,Hehe 😅,1715765379.7152717
C6m-K6USd3J,C6mekSsyC6u,2,vashishth.mukul,Hahaha 🤣,1715765379.7152755
C6n6iD3S2ld,C6mekSsyC6u,1,raj3.nikhil,😂😂,1715765379.7152789
C6lmr6iruCg,,46,_sng_naaz,☺💞💫,1715765382.648414
C6ltv68NW9u,,4,cricstatsint,"The groups for this year's women's T20WorldCup have been revealed! 

Who are your early picks to reach the semi-finals?

📸: ESPNcricinfo",1715765385.7470298
C6luXTViFYm,C6ltv68NW9u,0,johnpaul9309,Like,1715765385.747045
C6--cKbSBgU,,28,sangeeta__2000,😜🔥,1715765389.7112682
C6--DbPqD3r,C6lGtZipwu4,36,my_naam_angli_raj__,My what's no 8349485925,1715765389.711279
C6-8yS6PoAR,C6lGtZipwu4,71,mrs.verma428,,1715765389.7112823
C6-9fycJECX,C6lGtZipwu4,39,sh.pooja.mua,,1715765389.7112844
C66q6JXKBfs,C6lGtZipwu4,716,inayat___207,❤️🧚,1715765389.7112865
C6-92rOy4po,,145,priya_singh_5960,"Hii
I need bf 
Please 🥺",1715765392.7555175
C6--CtirAAw,C6noCSKPJTE,77,__its_niluuu__,"voice reveal ‼️

▶︎ ●────────── 0:09",1715765392.755529
C6-9XgUImHu,C6noCSKPJTE,60,sidrasharif.official,Very cute and adorable ❤️🌎😭🙏❤️,1715765392.755534
C6--q8oyD6j,C6noCSKPJTE,43,nitika.__02,"Hiiii 
@saara_nili_",1715765392.7555375
C6--vUEoXZ9,C6noCSKPJTE,19,__its_niluuu__,"voice reveal ‼️

▶︎ ●────────── 0:09",1715765392.7555408
C6nfr6frSYx,,25,yogender_jatt0444,,1715765452.9255776
C6--lOvizaJ,,4,rj_umar_tweets,,1715765455.5426588
C6--PD_Jbgc,C6oMZLMiw5Y,9,khelshel,"Babar Azam exploring Ireland after winning the series 2-1.

#IREvPAK | #Cricket | #Pakistan | #BabarAzam | #Dublin | #Ireland",1715765455.5426695
C6-8LB2OYTo,C6oMZLMiw5Y,16,rehan_khan_x,What comes to mind when you think of Pakistan?,1715765455.5426755
C6-9EjtCSbS,C6oMZLMiw5Y,1,parhlo_official,🥲 hamesha hota ha asa👡,1715765455.542679
C6--Q0ZCQPN,C6oMZLMiw5Y,2,islamabadpolice,"منشیات معاشرے کا ایک ناسور ہے اس کو ختم کرنے کے لئے آپ کی تعاون کی ضرورت ہے۔
#ICTP #IslamabadPolice
#Nasha_Ab_Nahen
#نشہ_اب_نہیں",1715765455.542684
C6n8lYCo-P2,,7,abpmajhatv,"IPL2024 आठ पराभवानंतर मुंबई इंडियन्सचं 
स्पर्धेतील आव्हान संपुष्टात आले आहे. https://marathi.abplive.com/sports/ipl/ipl-playoff-scenarios-kkr-and-rr-almost-secure-spots-race-for-3rd-and-4th-place-intensifies-between-csk-srh-and-lsg-1279666 #Playoffs #MumbaiIndians #MI",1715765458.103638
C6--lEAPVag,,1,sakalmedia,"गाझामध्ये सुरू असलेल्या संघर्षांत मंगळवारी (14 मे) एका निवृत्त भारतीय कर्नलचा मृत्यू झाला. कर्नल वैभव अनिल काळे (वय 46) असे त्यांचे नाव आहे. संयुक्त राष्ट्रांतर्फे गाझा पट्टीतील राफा शहरात काम करत असताना त्यांच्या वाहनावर हल्ला झाला आणि यात काळे यांचा मृत्यू झाला. सविस्तर वाचा https://www.esakal.com/desh/retired-indian-army-officer-killed-in-attack-on-un-vehicle-in-gazas-rafah-who-is-vaibhav-anil-kale-ask97
  LatestNews #MarathiNews #LatestUpdate #Israel-HamasWar",1715765460.6313877
C66eNOzMvKb,C6nxYcDtHq6,521,shree_swami_samarth2804,,1715765460.631408
C6-8VRqvVJw,C6nxYcDtHq6,11,behind.cric,,1715765460.6314113
C6--1O6tch-,C6nxYcDtHq6,1,sakalmedia,"पाकिस्तानी वंशाचे अमेरिकन अब्जाधीश उद्योगपती साजिद तरार यांनी पंतप्रधान नरेंद्र मोदींवर कौतुकाचा वर्षाव केला आहे. ते म्हणाले की, मोदी हे एक मोठे नेते आहेत ज्यांनी भारताला नवीन उंचीवर नेले आहे आणि ते निश्चितपणे तिसऱ्यांदा देशाचे पंतप्रधान होतील. पंतप्रधान मोदी हे केवळ भारतासाठीच नाही तर जगासाठी चांगले नेते आहेत. त्यांच्यासारखा नेता पाकिस्तानलाही मिळावा, अशी अपेक्षा त्यांनी बोलताना व्यक्त केली आहे. https://www.esakal.com/desh/who-is-sajid-tarar-pakistani-american-businessman-praises-pm-modi-and-makes-lok-sabha-poll-prediction-ask97",1715765460.631414
C68ca7JrhOU,C6nxYcDtHq6,365,om_swami_samarth,॥ श्री स्वामी समर्थ ॥,1715765460.6314266
C6nb8GxBNaI,,6,sandeshnews,"Ahmedabaddમાં અનેક સ્કૂલોને બોમ્બથી ઉડાવી દેવાની ધમકી

બોમ્બ ડિસ્પોઝલ સ્કવોડ ઘટના સ્થળે
રશિયન સર્વરમાંથી ધમકી મળ્યાનું અનુમાન
દિલ્હીની માફક એક પછી એક સ્કૂલમાં આવી રહ્યા છે ઈ-મેઈલ 

ahmedabad #gujaratahmedabad #breakingnews #ahmedabadcity #school #SandeshNews",1715765463.655826
C6l9CopiCkn,,30,memes0fpakistan,,1715765467.1847897
C6nthTnJeBi,,7,gujju_jalwa,,1715765469.92181
C6-8DR0s-LV,,1,chefprins,What do you think about my pantry?,1715765473.948374
C659pzlP9JD,C6lnRDcvGLv,16,thenotsocreativecook,Can’t get enough of this Indian butter chicken!! I am so proud of myself.😅😭 Food Threads,1715765473.9483838
C6710DsM0Ax,C6lnRDcvGLv,13,yummyalldays,Homestyle chowmein anyone? 🍝,1715765473.94839
C6-uFsYMF-P,C6lnRDcvGLv,4,chefprins,"If you’re trying to live long you must first try to live healthy, na who Dey alive Dey find money oo 😂 
Wishing you all a beautiful Wednesday ❤️",1715765473.9483938
C6-9NtKPPq4,C6lnRDcvGLv,1,whatsin.jansplate,Mango Sago,1715765473.9483984
C6-6XhcCm7R,,24,actresses_pakistani,"Haseen Masha Allah ❤❤❤
hareemsohail.hs",1715765476.6452608
C6--HBAIbcb,C6n0Uh-oKZW,1,sooperchef,"The difference you need to know 😋
reels for you SooperChef",1715765476.6452782
C6-9t8ivcHE,C6n0Uh-oKZW,6,filmfare,Singer and rapper #RajaKumari snapped at the airport. 💯✨,1715765476.6452863
C68S2-Fi_Hb,C6n0Uh-oKZW,358,actresses_pakistani,"That innocent face, 🥹🥹
_hinatariq",1715765476.6452916
C69ClXMtu1i,C6n0Uh-oKZW,10,rabia.ashraf.336,Beshak,1715765476.6452968
C6oVmEZBWDh,,235,hashneen23,Kide kide nal hoya edan?,1715765481.099095
C68hmVrps-j,C6oVmEZBWDh,0,maha_dhaliwal7373,❤️❤️,1715765481.0991101
C6qOShVO3Ze,C6oVmEZBWDh,0,deepsidhu95305,🙄,1715765481.099117
C6qSxZEJOmc,C6oVmEZBWDh,0,sandeep_787899,ਚੱਲ ਤੂੰ ਮੇਰੇ ਨਾਲ ਗੱਲ ਕਰ ਲਏ ludhiana,1715765481.0991223
C6og--psAC9,C6oVmEZBWDh,0,preet.sandhu131,🤗,1715765481.099128
C6prz3DvYvl,C6oVmEZBWDh,0,barindersingh373,G,1715765481.0991328
C6qTG2FJpbM,C6oVmEZBWDh,0,rajwindermaan198,Soo sweet,1715765481.0991364
C6ooXeeBFlP,C6oVmEZBWDh,0,vikrich15,Tuhaadi movie dekhi hai main,1715765481.0991404
C6qWX5rt_e8,C6oVmEZBWDh,0,harinderpal32,Aaho g 😊,1715765481.0991445
C6ohMOnSD6j,C6oVmEZBWDh,0,arnab_m_2902,🤗🫶,1715765481.0991488
C6pvOEdv9w-,C6oVmEZBWDh,0,ribu7294,😍😍😍,1715765481.0991523
C6m89qwJEg5,,138,sh.pooja.mua,Morning friends 🌞🌞,1715765487.0487134
C6nAnsntjgR,C6m89qwJEg5,2,scot.tyg62,Good morning ☺️,1715765487.048732
C6nBq48pldB,C6m89qwJEg5,1,16896jhabua12345,Gm ji,1715765487.0487382
C6m9fqfo_cQ,C6m89qwJEg5,2,manjitsingh1784,💖💖🔥🔥,1715765487.0487437
C6nCfFqyghJ,C6m89qwJEg5,1,itsbishnoiamit,Good morning.. Yoga girl 👌🫶🥰,1715765487.048748
C6m-HoDPdej,C6m89qwJEg5,2,krishna_ranjan_123,Good morning,1715765487.0487525
C6m9HnHojTP,C6m89qwJEg5,3,aghmir11,👙👙👙🥰🥰😘🥰😘🥵🥵🔥💋🔥💋❤️‍🔥🔥❤️‍🔥❤️❤️,1715765487.048757
C6m9Qy0SktL,C6m89qwJEg5,2,pk0682703,Good morning ji 🌞🌄,1715765487.0487616
C6nQBg2IAz4,C6m89qwJEg5,0,sharadsharma694,Gm,1715765487.0487664
C6nLIdwJps6,C6m89qwJEg5,0,ma.ni2005,❤️❤️❤️,1715765487.0487702
C6m9ReipGOL,C6m89qwJEg5,2,mdtarif6212,Hllo,1715765487.0487752
C6oJ5Q2JnYw,C6m89qwJEg5,1,kajal.sharma010322,Yoga se hi slim ho ap puri trh se..❤,1715765487.0487783
C6pghrcvtoT,C6m89qwJEg5,0,babu_sahab3000,Nice,1715765487.0487833
C6nTlPaRVLg,C6m89qwJEg5,0,dangwalpankaj43625,❤❤❤❤,1715765487.0487866
C6lRmGhr1l0,,11,motivationalcircle21,"Punjab kings won the toss decided to Bowl first.👍🏻

Who will win today?",1715765490.1382406
C6lSpIBLcTz,C6lRmGhr1l0,0,idkauser12,Let’s wait and watch!,1715765490.13826
C6lf7TnRkn0,C6lRmGhr1l0,0,neervair_khalsa,Pbks,1715765490.1382642
C6n5YPyNdTT,,963,cricstatsint,"The IPL2024 Playoff Express will be leaving the station soon 🚉

There is a mad scramble to board this train 😎

📸: Sport360",1715765495.0246408
C6ozJZrtVs4,C6n5YPyNdTT,0,shuvo983,So funny 🤣,1715765495.0246558
C6p-H0RR49n,C6n5YPyNdTT,0,_akash_xhil_,RCB hai wait  koro ....❣️,1715765495.0246606
C6qALdAPlXS,C6n5YPyNdTT,0,ksranjith234,Rcb enga boss😂,1715765495.024664
C6qSUwjvutA,C6n5YPyNdTT,2,ramanan_mahesh,RCB in next station✅,1715765495.0246675
C6--lf1PjCf,,7,itz.sahil.edtis,For Haters☕,1715765498.4519312
C6-_LyrCrh3,C6nYb4JhDgC,0,theverified.pk,"Tiktoker Minahil Malik Faces Criticism for Recreating Heeramandi Song

#minahilmalik #Heeramandi Tiktoker",1715765498.4519436
C6--DB7Ni2_,C6nYb4JhDgC,10,babartheking56,,1715765498.4519508
C6--PD_Jbgc,C6nYb4JhDgC,9,khelshel,"Babar Azam exploring Ireland after winning the series 2-1.

#IREvPAK | #Cricket | #Pakistan | #BabarAzam | #Dublin | #Ireland",1715765498.4519558
C6--18-s7Cp,C6nYb4JhDgC,1,dawnnewstv,"ذرائع کے مطابق آئی ایم ایف کو ملک میں سرمایہ کاری کے ماحول کو مسخ نہ کرنے اور سینٹرل مانیٹرنگ یونٹ کی آپریشنل کپیسٹی بہتر بنانے کی بھی یقین دہانی کروائی گئی ہے۔
https://www.dawnnews.tv/news/1233283/",1715765498.451963
C6-8tyYtCOG,,47,dhara_dd,"Less colors, more emotions.",1715765502.6353436
C675dNdNjW_,C6kkuEHLJgQ,204,xhubhra,"Always communicate than regret. 

Other person may understand you or may not understand you after communication. 

If won’t communicate, other person would never understand ever.

Happy morning and tons of blessings from universe ✨💫",1715765502.635353
C6-6UpSJnuP,C6kkuEHLJgQ,25,travel_with_digna,“Leave A Little Sparkle Wherever You Go”❤️🥰😘,1715765502.6353598
C67tF1SRAXa,C6kkuEHLJgQ,91,poojabanda93,"Good morning friends. 
Always notice the people who are happy for your happiness and sad for your sadness they're the ones who deserve special places in your heart. 💞😀",1715765502.6353633
C6-5nReN4NB,C6kkuEHLJgQ,62,dhara_dd,What’s your fav colour ?,1715765502.6353674
C6-9-0zRvNl,,21,yuvathni,😻😻,1715765508.8005068
C6--3ftRM40,C6nWvJKxOFG,2,rejinabanu_91,,1715765508.800517
C6--qz_RzuR,C6nWvJKxOFG,4,lavanyagowdasoficial,,1715765508.8005197
C6--nMixMdo,C6nWvJKxOFG,20,yuvathni,😻,1715765508.800522
C6-7vIEx9pf,C6nWvJKxOFG,36,its_me_radhikaaa,,1715765508.8005245
C6nhRkAoL9S,,27,danishalfaaz,🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ #fanish #farhatfiroza #danishalfaaz,1715765512.243371
C6lfUyWNAQm,,4,sandeshnews,"PBKS vs CSK: Rahul-Harshalની 3-3 વિકેટ, પંજાબને મળ્યું 168 રનનું લક્ષ્ય

PBKSvsCSK #IPL2024 #Cricket #Sports #SandeshNews",1715765515.870502
C6nH3oroiHu,,478,pihusingh1175,❤️❤️‍🔥❤️,1715765521.2549167
C6n0Xkipbm0,C6nH3oroiHu,0,muk_eshkumar5592,Wow 👌 beauty,1715765521.2549274
C64FJyes1pA,C6nH3oroiHu,0,ravindraprasad6956,Mast figure hai,1715765521.254931
C6nJJ-rI3nq,C6nH3oroiHu,1,kaushalchaudhary64,Nice,1715765521.2549338
C6nkdtixJt_,C6nH3oroiHu,0,armyramjagdale,Red ❤️💋❤️💋🥰,1715765521.2549362
C61mZzzsqbM,C6nH3oroiHu,0,adity9300,Thumka achha lgati ho,1715765521.254939
C6pR6A7oHiV,C6nH3oroiHu,0,warma6278,Sexy hot baby nice to you best misss lovely baby so sweetly you nice baby so sweetly misss best to make sure you are a good night baby I love with me and I have no clue how much is it that you have any of my life and I don't want to go back and so much for you,1715765521.2549412
C6nJgDuoF0i,C6nH3oroiHu,1,badare7860,Zabardast ptakha 💋👄❤️,1715765521.2549455
C6nI2vWSMFa,C6nH3oroiHu,1,mari.muthu2460,Wonderful beauty,1715765521.2549481
C6nJcdLP-pP,C6nH3oroiHu,1,sarangapanimpani,Gorgeous,1715765521.25495
C6qCGyHRbcl,C6nH3oroiHu,0,sulfikar3041,Nice dans,1715765521.254952
C6nn16wR4pE,C6nH3oroiHu,1,raamvilaas5020,😍🥰🥰🥰😘😘😘😘🥰🥰😍,1715765521.2549536
C61j0yqSVtF,C6nH3oroiHu,0,dil__dar__rudra__sahu,🤤🤤🤤🤤,1715765521.2549558
C6nM1TFqQcv,C6nH3oroiHu,0,mrathore842,🔥❣️✨🌟🍷❤️‍🩹,1715765521.254958
C6qCJ2QRFN-,C6nH3oroiHu,0,sulfikar3041,Very nice,1715765521.25496
C6nJ4BFP2-i,C6nH3oroiHu,0,amanjaiswal7726,Good morning🥱,1715765521.254962
C6nny9Dx1ax,C6nH3oroiHu,0,raamvilaas5020,Logo,1715765521.2549648
C6l2QtuMQdP,,98,jalpagajera,હું રીક્ષામાં કેરીનું બોક્સ ભૂલી ગય અને પછી સોશિયલ મીડિયા પર પોસ્ટ કર્યું તો સાંજ સુધીમાં તો ૧૫ બોક્સ ઘરે આવી ગયા. લાગે છે લોકોમાં માણસાઈ હજી જીવે છે.😝,1715765557.6614718
C6mPjBiSHRY,C6l2QtuMQdP,6,chhalak_chau,"લિયો કરો વાત મારે પણ આવુ જ થયું 
હું રીક્ષા રોકવા માટે હાથ ઉંચા કરતો rhiyo પણ કોય રીક્ષા વારા નું ધ્યાન 
મારી તરફ હતું જ નહીં કારણ કે મારી બાજુ ma ઉભેલી યુવતી ને પંદર જેટલા રીક્ષા ચાલક પૂછતાં હતાં ચાલો st સ્ટેન્ડ",1715765557.6614852
C6vSH-7IboD,C6l2QtuMQdP,0,gkpanchal,Ha aavej tame ketala femas haso andajo lagavo,1715765557.6614928
C6l4Kwwq_zF,C6l2QtuMQdP,2,pnz537,સાચું કેહવાય ને...,1715765557.6614952
C6nf8QNBx_4,C6l2QtuMQdP,0,vishalshah6976,Ene champali keway,1715765557.6614983
C6nFQEiSztK,C6l2QtuMQdP,3,raaj1mutual4safe3fun,"આ ૧૫ માંથી , ૧૪ અમારા જેવા જરૂરતમંદોને ઘરે મોકલીને તમે ય માણસાઇ જીવતી રાખવાનું કામ કરો...",1715765557.6615007
C6nRelcNa_2,C6l2QtuMQdP,0,drdinesh.c.modh,True story,1715765557.661505
C6nqYf-si1A,C6l2QtuMQdP,2,mlvariya143,બધા લાઈન મારવા આવા વોય,1715765557.6615071
C6sYPBcoGz5,C6l2QtuMQdP,0,vipul_kachariya,😅😅😅,1715765557.6615095
C6mG7FCsDlH,C6l2QtuMQdP,1,bhart_2407,સારું કહેવાય,1715765557.6615124
C6mAvFFPZgY,C6l2QtuMQdP,1,pansuriymansukh,Na Ben ATO tmamri id no Kamal che,1715765557.6615148
C6nXc5pItMA,C6l2QtuMQdP,0,tsaiyad,Ane manshai nahi tharki panu kehvay...😜😜😜,1715765557.6615174
C6l-nfvPjCg,C6l2QtuMQdP,0,mokariya.amit4802,હા હો,1715765557.6615202
C6njrouN-FM,C6l2QtuMQdP,0,bijalbm,Moj padi gay ho,1715765557.6615222
C6nFeJORPOD,C6l2QtuMQdP,0,ashikpchodvadiya,Pasu tamaru hoi aejj lejo,1715765557.661524
C6nOitzJ4iz,C6l2QtuMQdP,0,prviinnraavliiyaaa,Ha,1715765557.6615264
C6nXPUKS-P0,C6l2QtuMQdP,0,erdxtank,"To pachhi,😀😀😀",1715765557.6615283
C6mAWGtykuK,C6l2QtuMQdP,0,hitesh.pandya.5268,🤣🤣,1715765557.6615307
C6sSjz_oEJ4,C6l2QtuMQdP,0,appsara_rani,"लोग प्यार के भूखे होते हे,, चाहे वो कोई भी हो,, ओर जिनके दिल में पूरा होता हे, वोही दूसरो की तकलीफ को मद्दे नजर रखते हुए,, जो भी करना ही कर जाते हे",1715765557.6615326
C6nBQU_CuzX,C6l2QtuMQdP,0,dilawarpathan0150,,1715765557.6615386
C6-4jQbvr-j,,71,krupa_patel_69,,1715765562.562105
C6-3j7iJES2,C6lmP56N1Lt,31,m_ridhipatel,Ramuj 🎭,1715765562.5621133
C6-w57oNvnJ,C6lmP56N1Lt,118,hiral_malakiya,❣️,1715765562.5621178
C6-hAR7u-p3,C6lmP56N1Lt,129,vaishali.shah.7792,confidenceboost ❤️‍🩹💫🇺🇸😊,1715765562.5621226
C6-tukNtikB,C6lmP56N1Lt,34,kameebhavsar1991,,1715765562.5621274
C658sjxRId_,,168,sakthimania57,😜.... My stitching blouse eppadi irukku friends.... 💗,1715765567.3140452
C6-9-0zRvNl,C6nob-ORMMn,22,yuvathni,😻😻,1715765567.3140562
C6--qz_RzuR,C6nob-ORMMn,7,lavanyagowdasoficial,,1715765567.31406
C6--3ftRM40,C6nob-ORMMn,2,rejinabanu_91,,1715765567.3140626
C6--nMixMdo,C6nob-ORMMn,21,yuvathni,😻,1715765567.3140647
C6-8tyYtCOG,,51,dhara_dd,"Less colors, more emotions.",1715765571.2703333
C6--baJAYQX,C6kbtxqyFbP,2,riddhi_popat_singer_official,,1715765571.2703447
C66RGWVyvhS,C6kbtxqyFbP,37,bhavnashah86,Believe you can and you're halfway there…😎,1715765571.270348
